image,id,label,annotator,annotation_id
/data/upload/2958.jpg,1836,"[{""x"": 39.918809201623816, ""y"": 25.15212981744422, ""width"": 20.027063599458728, ""height"": 8.620689655172415, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1851
/data/upload/2957.jpg,1835,"[{""x"": 43.978349120433016, ""y"": 42.59634888438134, ""width"": 16.779431664411366, ""height"": 6.490872210953347, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1850
/data/upload/2956.jpg,1834,,vilka044@gmail.com,1849
/data/upload/2946.jpg,1833,"[{""x"": 43.978349120433016, ""y"": 28.296146044624745, ""width"": 14.884979702300406, ""height"": 6.085192697768761, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1848
/data/upload/2939.jpg,1832,"[{""x"": 26, ""y"": 53.55871886120996, ""width"": 16.4, ""height"": 13.701067615658364, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}, {""x"": 26.266666666666666, ""y"": 51.06761565836299, ""width"": 20, ""height"": 1.2455516014234875, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}, {""x"": 30, ""y"": 38.43416370106762, ""width"": 1.6, ""height"": 3.202846975088968, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}, {""x"": 10.933333333333334, ""y"": 51.245551601423486, ""width"": 3.2, ""height"": 6.93950177935943, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}, {""x"": 9.333333333333334, ""y"": 41.81494661921708, ""width"": 3.466666666666667, ""height"": 6.227758007117438, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}, {""x"": 46.8, ""y"": 37.36654804270463, ""width"": 1.6, ""height"": 6.93950177935943, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}]",vilka044@gmail.com,1847
/data/upload/2938.jpg,1831,"[{""x"": 12.451135167643963, ""y"": 48.53269852002103, ""width"": 4.698541572695836, ""height"": 7.92342799188641, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}, {""x"": 14.330551796722299, ""y"": 47.5936255728345, ""width"": 5.559940861023403, ""height"": 1.5259935391781443, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}, {""x"": 15.270260111261464, ""y"": 40.374502291338, ""width"": 1.174635393173959, ""height"": 1.1151491247840144, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1846
/data/upload/2925.jpg,1830,"[{""x"": 38.971583220568334, ""y"": 38.23529411764706, ""width"": 16.373477672530445, ""height"": 6.389452332657201, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1845
/data/upload/2912.jpg,1829,"[{""x"": 40.46008119079838, ""y"": 41.03343465045592, ""width"": 18.26792963464141, ""height"": 6.990881458966565, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 958, ""original_height"": 1280}]",vilka044@gmail.com,1844
/data/upload/2909.jpg,1828,"[{""x"": 41.00135317997294, ""y"": 35.598377281947265, ""width"": 15.426251691474967, ""height"": 5.679513184584178, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1843
/data/upload/2904.jpg,1827,"[{""x"": 19.485791610284167, ""y"": 62.37322515212982, ""width"": 10.554803788903918, ""height"": 7.403651115618661, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1842
/data/upload/2903.jpg,1826,"[{""x"": 24.89851150202977, ""y"": 65.31440162271805, ""width"": 30.717185385656293, ""height"": 8.113590263691684, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1841
/data/upload/2902.jpg,1825,"[{""x"": 57.239512855209746, ""y"": 55.88235294117647, ""width"": 18.40324763193505, ""height"": 8.72210953346856, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1840
/data/upload/2894.jpg,1824,"[{""x"": 9.94524632887285, ""y"": 44.60033055367741, ""width"": 8.300756778429312, ""height"": 9.977650063856965, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}, {""x"": 13.077607377336742, ""y"": 36.79428668018932, ""width"": 1.096326366962361, ""height"": 1.2912253023814875, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1839
/data/upload/2893.jpg,1823,"[{""x"": 12.217078189300413, ""y"": 48.14077991593809, ""width"": 3.482938957475994, ""height"": 6.364253364673487, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}, {""x"": 13.235168038408782, ""y"": 57.50838880101929, ""width"": 3.4293552812071333, ""height"": 7.22235494193284, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}, {""x"": 24.594907407407412, ""y"": 44.064797423956186, ""width"": 2.196930727023319, ""height"": 4.79106713969802, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}, {""x"": 28.82801783264746, ""y"": 61.012303574828294, ""width"": 15.70001714677641, ""height"": 13.586608306606328, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}, {""x"": 29.4710219478738, ""y"": 58.58101577259347, ""width"": 19.50445816186557, ""height"": 1.2871523658890298, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}, {""x"": 33.06112825788752, ""y"": 45.8525090432465, ""width"": 1.607510288065843, ""height"": 3.146372449950941, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}, {""x"": 49.10693872885231, ""y"": 44.458093980200054, ""width"": 2.18800011431184, ""height"": 8.044702286806373, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 959}]",vilka044@gmail.com,1838
/data/upload/2892.jpg,1822,"[{""x"": 65.41708953540821, ""y"": 39.280547521264786, ""width"": 1.685819314277442, ""height"": 2.2009522199684497, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}, {""x"": 55.84598633176856, ""y"": 42.7450093489929, ""width"": 4.676789065414835, ""height"": 6.113756166579017, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}, {""x"": 61.22973188381586, ""y"": 52.771569462182484, ""width"": 3.697926237769875, ""height"": 5.828447545472004, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}, {""x"": 72.37789186532797, ""y"": 51.711851726642124, ""width"": 9.843009544652153, ""height"": 8.151674888772009, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}, {""x"": 72.54103566993547, ""y"": 47.47298078448067, ""width"": 9.190434326222169, ""height"": 3.2199115810649515, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1837
/data/upload/2888.jpg,1821,"[{""x"": 42.625169147496614, ""y"": 30.628803245436107, ""width"": 17.456021650879567, ""height"": 6.9979716024340775, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1836
/data/upload/2886.jpg,1820,"[{""x"": 43.990869863623956, ""y"": 44.538377824522755, ""width"": 13.789914980760342, ""height"": 5.360202297181097, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1835
/data/upload/2865.jpg,1819,"[{""x"": 43.437077131258455, ""y"": 37.42393509127789, ""width"": 17.997293640054128, ""height"": 6.795131845841785, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1834
/data/upload/2862.jpg,1818,"[{""x"": 43.978349120433016, ""y"": 27.789046653144016, ""width"": 17.997293640054128, ""height"": 6.896551724137931, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 959, ""original_height"": 1280}]",vilka044@gmail.com,1833
/data/upload/2851.jpg,1817,"[{""x"": 33.60339506172839, ""y"": 32.729311342592595, ""width"": 3.4561471193415647, ""height"": 0.9042245370370372, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 720, ""original_height"": 1280}]",vilka044@gmail.com,1832
/data/upload/2850.jpg,1816,"[{""x"": 35.6502914951989, ""y"": 26.992032843796927, ""width"": 1.2324245541838157, ""height"": 2.380791303415053, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 35.75745884773662, ""y"": 29.182360842938774, ""width"": 3.536522633744857, ""height"": 15.617990950402747, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 29.113082990397807, ""y"": 34.22963840617869, ""width"": 3.1078532235939518, ""height"": 7.047142258108558, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 29.541752400548692, ""y"": 50.13332431299124, ""width"": 2.0361796982167375, ""height"": 1.6189380863222347, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 25.14789094650206, ""y"": 47.18114309675657, ""width"": 1.4467592592592573, ""height"": 1.3332431299124259, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]",vilka044@gmail.com,1831
/data/upload/2849.jpg,1815,"[{""x"": 47.492283950617285, ""y"": 32.972580597975536, ""width"": 15.046296296296298, ""height"": 11.31352027382833, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 28.523662551440328, ""y"": 54.34256333742905, ""width"": 9.194958847736624, ""height"": 1.3713357907670707, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 53.40792181069959, ""y"": 52.97122754666198, ""width"": 8.680555555555543, ""height"": 1.0285018430753012, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 68.3256172839506, ""y"": 23.487508045169967, ""width"": 3.279320987654334, ""height"": 2.6283935989702205, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 75.52726337448559, ""y"": 25.773067696448418, ""width"": 4.822530864197536, ""height"": 16.798863436896617, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]",vilka044@gmail.com,1830
/data/upload/2847.jpg,1814,"[{""x"": 51.221707818930035, ""y"": 49.02525451992277, ""width"": 5.979938271604935, ""height"": 3.4283394769176736, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 65.68930041152262, ""y"": 43.93988429582821, ""width"": 3.8580246913580294, ""height"": 2.0950963470052475, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 61.99202674897118, ""y"": 28.036198389015663, ""width"": 7.501714677640609, ""height"": 9.618396865796809, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 70.83333333333331, ""y"": 20.512897870224094, ""width"": 1.3931755829903978, ""height"": 1.9046330427320437, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 74.4770233196159, ""y"": 22.51276256509274, ""width"": 1.2860082304526714, ""height"": 8.570848692294186, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]",vilka044@gmail.com,1829
/data/upload/2846.jpg,1813,"[{""x"": 29.241187668292433, ""y"": 52.835698797278695, ""width"": 5.198112743230191, ""height"": 4.020980156556651, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 18.574066929583903, ""y"": 33.49176945703138, ""width"": 0.6511905102118589, ""height"": 3.6924309566853855, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]",vilka044@gmail.com,1828
/data/upload/2845.jpg,1812,"[{""x"": 39.004629629629626, ""y"": 43.25759902872856, ""width"": 3.4079218106995692, ""height"": 4.913953250248672, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 64.40329218106996, ""y"": 52.514115616406286, ""width"": 5.015432098765435, ""height"": 2.0570036861506127, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 51.350308641975296, ""y"": 39.3721476215552, ""width"": 0.45010288065843723, ""height"": 2.1712816687145233, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 54.05092592592592, ""y"": 56.62812298870751, ""width"": 4.115226337448523, ""height"": 1.3713357907670742, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]",vilka044@gmail.com,1827
/data/upload/2844.jpg,1811,"[{""x"": 20.60185185185185, ""y"": 36.423775671406005, ""width"": 3.317901234567902, ""height"": 5.485343163068283, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 36.49691358024692, ""y"": 33.95537124802527, ""width"": 0.5401234567901232, ""height"": 2.8798051606108532, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 38.50308641975308, ""y"": 54.525408109531334, ""width"": 6.712962962962964, ""height"": 1.2342022116903657, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 57.02160493827161, ""y"": 55.07394242583816, ""width"": 12.654320987654307, ""height"": 2.057003686150609, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]",vilka044@gmail.com,1826
/data/upload/2841.jpg,1810,"[{""x"": 31.52777777777778, ""y"": 36.25, ""width"": 23.333333333333332, ""height"": 7.109375, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 720, ""original_height"": 1280}]",vilka044@gmail.com,1825
/data/upload/2840.jpg,1809,"[{""x"": 31.11111111111111, ""y"": 38.046875, ""width"": 24.305555555555557, ""height"": 7.109375, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 720, ""original_height"": 1280}]",vilka044@gmail.com,1824
/data/upload/2839.jpg,1808,"[{""x"": 50.90020576131686, ""y"": 41.81968565664539, ""width"": 1.9290123456790147, ""height"": 2.312759029011251, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 77.00617283950616, ""y"": 38.39337598403614, ""width"": 1.5432098765432025, ""height"": 4.711175799837727, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 78.4207818930041, ""y"": 32.91128050786133, ""width"": 1.1574074074074057, ""height"": 1.9701280617503198, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 69.6116255144033, ""y"": 29.82760180251299, ""width"": 6.3014403292181, ""height"": 3.169336447163563, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]",vilka044@gmail.com,1823
/data/upload/2829.jpg,1807,"[{""x"": 47.733333333333334, ""y"": 33.214920071047956, ""width"": 34.266666666666666, ""height"": 22.735346358792185, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 960}]",vilka044@gmail.com,1822
/data/upload/2827.jpg,1806,"[{""x"": 41.333333333333336, ""y"": 23.80106571936057, ""width"": 51.06666666666667, ""height"": 33.214920071047956, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 960}]",vilka044@gmail.com,1821
/data/upload/2825.jpg,1805,"[{""x"": 60.352366255144034, ""y"": 27.520644902180845, ""width"": 6.687242798353903, ""height"": 14.613729891507669, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 957}, {""x"": 54.43672839506172, ""y"": 25.19964074294139, ""width"": 3.1507201646090532, ""height"": 2.8367828612926647, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 957}]",vilka044@gmail.com,1820
/data/upload/2822.jpg,1804,"[{""x"": 82.31481481481481, ""y"": 32.11279461279461, ""width"": 3.611111111111116, ""height"": 11.01703307585661, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 957}, {""x"": 73.33333333333333, ""y"": 30.0084175084175, ""width"": 3.7962962962963047, ""height"": 2.4757377698554164, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 957}]",vilka044@gmail.com,1819
/data/upload/2816.jpg,1803,"[{""x"": 50.13333333333333, ""y"": 35.294117647058826, ""width"": 20.4, ""height"": 15.151515151515152, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 957}]",vilka044@gmail.com,1818
/data/upload/2815.jpg,1802,"[{""x"": 54.13333333333333, ""y"": 39.750445632798574, ""width"": 15.866666666666667, ""height"": 11.764705882352942, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 957}]",vilka044@gmail.com,1817
/data/upload/2812.jpg,1801,"[{""x"": 16.743827160493826, ""y"": 44.29519439510559, ""width"": 0.9259259259259258, ""height"": 1.6446286428524401, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 15.046296296296298, ""y"": 53.649019801328855, ""width"": 4.166666666666667, ""height"": 4.522728767844226, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 31.558641975308632, ""y"": 42.23940859154003, ""width"": 20.9104938271605, ""height"": 19.221597263337944, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]",vilka044@gmail.com,1816
/data/upload/2810.jpg,1800,"[{""x"": 9.413580246913579, ""y"": 38.02504769423064, ""width"": 1.6203703703703713, ""height"": 2.9808894151700516, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 16.28086419753086, ""y"": 29.596325899611873, ""width"": 12.885802469135806, ""height"": 19.735543714229323, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]",vilka044@gmail.com,1815
/data/upload/2809.jpg,1799,"[{""x"": 57.68518518518519, ""y"": 50.06167357410697, ""width"": 3.425925925925928, ""height"": 3.7004144464180055, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 65.74074074074073, ""y"": 31.312907045589103, ""width"": 8.611111111111125, ""height"": 21.0923623445826, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]",vilka044@gmail.com,1814
/data/upload/2806.jpg,1798,"[{""x"": 39.242219215155615, ""y"": 35.12690355329949, ""width"": 17.997293640054128, ""height"": 7.817258883248731, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 960, ""original_height"": 1280}]",vilka044@gmail.com,1813
/data/upload/2805.jpg,1797,"[{""x"": 39.106901217861974, ""y"": 35.431472081218274, ""width"": 19.350473612990527, ""height"": 8.121827411167512, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 960, ""original_height"": 1280}]",vilka044@gmail.com,1812
/data/upload/2801.jpg,1796,"[{""x"": 32.22222222222222, ""y"": 30.546875, ""width"": 4.583333333333333, ""height"": 1.015625, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 720, ""original_height"": 1280}]",vilka044@gmail.com,1811
